"id_str","created_at","source","lang","place","geo","text","is_retweet","is_reply","hashtags","media","user_screen_name","user_time_zone","user_followers_count","user_location","user_statuses_count","user_friends_count","user_profile_background_color","user_created_at","user_is_verified"
"ID_758850354066796549","Fri Jul 29 02:23:17 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","If I see one more republican on Facebook saying global warming/ climate change isn't a real issue my head is going to explode",False,False,"","","alex_vazquez16","",237,"",2439,311,"C0DEED","Wed Jul 11 12:54:46 +0000 2012",False
"ID_758857963599605760","Fri Jul 29 02:53:32 +0000 2016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","en","","","RT @KyleKulinski: - TPP- climate change- taxes- minimum wage- regulation- warAll things not mentioned by Hillary yet. #DemsInPhilly #…",True,False,"demconvention|demsinphilly","","AbsBrah","Quito",179,"Hopewell",7202,136,"000000","Tue Dec 21 03:03:43 +0000 2010",False
"ID_758869471549231108","Fri Jul 29 03:39:15 +0000 2016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","en","","","RT @LivingOnChi: Jill:""If you believe that climate change is real Hillary, why did you sell fracking all over the planet? #DemsInPhilly""- D…",True,False,"demsinphilly","","RodgerClark66","",87,"",3430,123,"C0DEED","Wed Nov 18 19:11:49 +0000 2015",False
"ID_758931301961310209","Fri Jul 29 07:44:57 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","Landmark #climate case against world's largest oil, coal &amp; mining companies: Phillippines Human Rights Commission https://t.co/FiTYHlZSlK",False,False,"climate","","mreenha","",79,"",73,281,"F5F8FA","Tue May 24 02:14:13 +0000 2016",False
"ID_758977315904770049","Fri Jul 29 10:47:47 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","#HeatWaveIn4Words this is climate change",False,False,"heatwavein4words","","TeckieGirl","Central Time (US & Canada)",3428,"Dallas TX",107768,2896,"89C9FA","Sat Mar 21 10:39:27 +0000 2009",False
"ID_758989280035221504","Fri Jul 29 11:35:20 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","RT @WHALES_org: Human's NEED whales??? Research keeps bringing us to a YES. https://t.co/tOWROp3leo #climatechange https://t.co/F0SdNFlqo4",True,False,"climatechange","photo","misia_carolaina","Bogota",1302,"",65425,605,"022330","Mon Jun 21 02:57:12 +0000 2010",False
"ID_758993683400110080","Fri Jul 29 11:52:50 +0000 2016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","en","","","RT @BernieVolunteer: 'What do we want? Climate justice!When do we want it? Now!' #MarchForOurLives #RightToBreathe #ItTakesRoots https://t.…",True,False,"ittakesroots|marchforourlives|righttobreathe","photo","saint_dapper","",33,"",76,87,"F5F8FA","Thu Mar 24 05:57:02 +0000 2016",False
"ID_758997274496081921","Fri Jul 29 12:07:06 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","RT @WIRED: Make no mistake: in 2016, your vote will have a real impact on the Earth's climate. https://t.co/Pr1Nd1V3uG https://t.co/3u07iON…",True,False,"","photo","pmunoz_dv","",58,"",173,50,"C0DEED","Sat Mar 14 13:48:58 +0000 2015",False
"ID_759002782070214656","Fri Jul 29 12:28:59 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","RT @WHOI: Oscillating #Arctic #climate now stuck, #warming #Greenland to blame. #ChangingOcean https://t.co/PDwgH4PL9c https://t.co/1wWa9T4…",True,False,"arctic|changingocean|climate|greenland|warming","photo","MEOPAR_NCE","Atlantic Time (Canada)",1254,"Canada",6035,925,"012F4D","Mon Feb 17 13:39:15 +0000 2014",False
"ID_759003304282030080","Fri Jul 29 12:31:03 +0000 2016","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","en","","","Check out the new @NFUDC Climate Leaders Facebook group for good conversation on #climate: https://t.co/FXw4Oz6SW4 https://t.co/FUCSJRy50O",False,False,"climate","photo","GrowingReturns","Atlantic Time (Canada)",1483,"",6974,1416,"93A644","Wed Jun 04 18:12:00 +0000 2014",False
"ID_759021989906489344","Fri Jul 29 13:45:18 +0000 2016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","en","","","Indeed! https://t.co/WtU4RsOphh",False,False,"","","lombardi_learn","",49,"Philadelphia, PA",128,53,"F5F8FA","Sun Mar 20 16:19:18 +0000 2016",False
"ID_759057927084703744","Fri Jul 29 16:08:07 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","RT @LeoDiCaprio: “I believe in science. I believe that #climatechange is real…” –@HillaryClinton The time is now. Vote.",True,False,"climatechange","","danaisdifferent","Pacific Time (US & Canada)",90,"Eugene, OR",1127,261,"000000","Thu Jul 24 05:10:25 +0000 2014",False
"ID_759096324902031360","Fri Jul 29 18:40:41 +0000 2016","<a href=""http://www.superinhuman.com/badkitty"" rel=""nofollow"">Bad Kitty</a>","en","","","RT @YourDesignWrld: This Year, Every Vote Is a Vote for or Against Climate Change https://t.co/D1ISr39Jet https://t.co/n9mdfQ2zLH",True,False,"","photo","NewScienceWrld","Pacific Time (US & Canada)",25745,"World",10898,22946,"000000","Mon Oct 29 04:12:43 +0000 2012",False
"ID_759123746833793024","Fri Jul 29 20:29:39 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","RT @GreenMtnPatriot: Bernie the glacier melter (and climate genius). Heller =&gt; https://t.co/y9jw1le6CE",True,False,"","","dianeballou","",12,"",396,81,"C0DEED","Thu Sep 03 13:01:39 +0000 2009",False
"ID_759149766538330113","Fri Jul 29 22:13:03 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","RT @climatechangetp: Leonardo DiCaprio: 'Vote For Leaders Who Understand the Science and Urgency of Climate Change'... https://t.co/22PXEiK…",True,False,"","","JerryOD","Pacific Time (US & Canada)",4405,"Los Angeles,CA",61506,3312,"000000","Tue May 26 22:28:54 +0000 2009",False
"ID_759151945521123328","Fri Jul 29 22:21:42 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","US$7.2m to boost climate change resilience - News - Jamaica Observer Mobile https://t.co/Fe0XgpmKn1",False,False,"","","SystemsChaos","",3197,"United States",36213,2940,"F5F8FA","Sat Mar 12 01:29:19 +0000 2016",False
"ID_759189862247464961","Sat Jul 30 00:52:22 +0000 2016","<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","en","","","RT @Rocks62Rocks: Thanks @POTUS! Five Ways the US Is Leading the World on Climate Change https://t.co/CjUYogzcC0 #ActOnClimate https://t.c…",True,False,"actonclimate","","CoolMomentum","Pacific Time (US & Canada)",9818,"Global",5014,8654,"000000","Sat Jan 30 22:35:09 +0000 2016",False
"ID_759260185231785984","Sat Jul 30 05:31:49 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","RT @AstroRM: The moon passed between @NASA climate observatory and the earth. Almost unbelievable that this is a real photo https://t.co/MW…",True,False,"","photo","tiff96_","Central Time (US & Canada)",485,"Houstonnn • B's",13262,486,"FF6699","Mon Dec 12 01:22:34 +0000 2011",False
"ID_759292611433730048","Sat Jul 30 07:40:40 +0000 2016","<a href=""http://mesonet.agron.iastate.edu/projects/iembot/"" rel=""nofollow"">iembot</a>","en","","","WORLAND WY Jul 29 Climate: Hi: 94 Lo: 55 Precip: 0.0 Snow: M https://t.co/IUK3IHHETZ",False,False,"","","iembot_riw","",20,"",70832,0,"C0DEED","Fri Apr 24 13:10:59 +0000 2009",False
"ID_759304624671223808","Sat Jul 30 08:28:24 +0000 2016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","en","","","RT @WstLondonGarden: Trees Can Limit #ClimateChange —Unless It Kills Them First. #DarkHumour #NoPunchline  https://t.co/iWvygNlicx",True,False,"climatechange|darkhumour|nopunchline","","Cluckyhenny","",1136," Brittany France UK Europe",22775,1154,"C0DEED","Mon Dec 03 23:32:57 +0000 2012",False
"ID_759414760324464640","Sat Jul 30 15:46:02 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","11 stunning images of rainbows and their less-famous cousins https://t.co/jwVQr6ewi5",False,False,"","","brontyman","Pacific Time (US & Canada)",19853,"Southern California",340884,17792,"9AE4E8","Fri Apr 17 03:17:24 +0000 2009",False
"ID_759428296954245120","Sat Jul 30 16:39:50 +0000 2016","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","en","","","RT @mrjamesob: Few things sum up the post-factual political climate better than all the racists arguing that racism isn't really on the ris…",True,False,"","","LiberalIsland","",2565,"NOT going away!  ",60363,1079,"C0DEED","Tue Feb 25 18:06:31 +0000 2014",False
"ID_759429125253718016","Sat Jul 30 16:43:07 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","RT @jimseng: The Climate Justice Alliance says #NoDakotaAccess!!! #StopETP #WaterIsLife #NoDAPL #KeepItInTheGround... https://t.co/U2568Bq…",True,False,"keepitintheground|nodakotaaccess|nodapl|stopetp|waterislife","","NLMcoalition","",2282,"Turtle Island",6939,1254,"C0DEED","Mon Dec 22 11:24:37 +0000 2014",False
"ID_759477677115912193","Sat Jul 30 19:56:03 +0000 2016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","en","","","RT @NewYorker: Where was climate change at the Conventions? https://t.co/pPYDiXljez https://t.co/s3kik9yOyd",True,False,"","photo","QbanKendy","",1944,"NEW YORK USA",657875,75,"C0DEED","Thu Aug 22 21:48:13 +0000 2013",False
"ID_759481997005840388","Sat Jul 30 20:13:13 +0000 2016","<a href=""http://dragplus.com"" rel=""nofollow"">DragPlus</a>","en","","","Climate change video directed by James Cameron heats up the DNC #climate https://t.co/4yMW9Tnl3P",False,False,"climate","","interiordes_dp","",3217,"",7806,1924,"C0DEED","Tue May 13 13:05:19 +0000 2014",False
"ID_759505778533249025","Sat Jul 30 21:47:43 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","RT @climatehawk1: Warmer nights are global warming signature; thicker CO2 ""blanket"" cuts normal radiational nighttime cooling. https://t.co…",True,False,"","","NNUS","Eastern Time (US & Canada)",7334,"CT, planet Earth",39679,3891,"FFFFFF","Mon May 12 18:15:13 +0000 2008",False
"ID_759558764152311808","Sun Jul 31 01:18:15 +0000 2016","<a href=""http://mesonet.agron.iastate.edu/projects/iembot/"" rel=""nofollow"">iembot</a>","en","","","SEATTLE WA WFO Jul 30 Climate: Hi: 76 Lo: 59 Precip: 0.0 Snow: M https://t.co/VDcHAi1b6w",False,False,"","","iembot_sew","Central Time (US & Canada)",71,"Seattle, WA",46331,0,"C0DEED","Fri Apr 24 14:04:01 +0000 2009",False
"ID_759570941991006209","Sun Jul 31 02:06:39 +0000 2016","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","en","","","It's not #climatechange - it's everything change🌎 With no rain in sight, firefighters/locals are in for long fight. https://t.co/qc1ULAWr3u",False,False,"climatechange","photo","smith_lassen","",522,"California, USA",15098,650,"C0DEED","Sun Dec 29 19:00:00 +0000 2013",False
"ID_759622244771528704","Sun Jul 31 05:30:30 +0000 2016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","en","","","Who Will Speak for the Voiceless? #ClimateChange #cleanoenergy https://t.co/vbO0kaSSub https://t.co/14s3vMAaTo",False,False,"cleanoenergy|climatechange","photo","CleanOEnergy","London",5852,"Yorkshire ",20787,5247,"BACDF2","Mon Aug 03 19:36:19 +0000 2009",False
"ID_759641137174892544","Sun Jul 31 06:45:35 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","RT @AJEnglish: “Climate change is world class issue…where Clinton is right &amp; Trump is dangerously wrong” @JeffDSachs to @AJUpFront https://…",True,False,"","","yuuji_K1","Irkutsk",1858,"",817833,1844,"C0DEED","Sat Mar 22 09:47:03 +0000 2014",False
"ID_759719239833878528","Sun Jul 31 11:55:56 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","RT @climatevegan: Every day you have a choice. 🌱💚🌎💚#climatechange #vegan https://t.co/9ZgZeTvoUb",True,False,"climatechange|vegan","video","slxepwalkingx","Athens",327,"",4430,647,"C0DEED","Tue Jul 19 08:39:34 +0000 2011",False
"ID_759724141402390529","Sun Jul 31 12:15:24 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","RT @UNFCCC: European offshore #wind investments double, but global growth needs more policy certainty https://t.co/SFrOeIJF34 https://t.co/…",True,False,"wind","photo","Science4Future","Brasilia",1699,"Brasilia, DF, Brazil",9182,2446,"C0DEED","Sun Apr 04 10:37:11 +0000 2010",False
"ID_759725776979779584","Sun Jul 31 12:21:54 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","RT @SenWhitehouse: I agree, @HughCWelsh @DSM: My #carbonfee bill is a practical solution to #climatechange. Thanks for the mention. https:/…",True,False,"carbonfee|climatechange","","LibertyLooks","",2,"Warren, RI",12,64,"F5F8FA","Thu Jul 14 02:20:26 +0000 2016",False
"ID_759727445310406656","Sun Jul 31 12:28:32 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","RT @billmckibben: Climate change has 'perfectly primed' lakes and oceans for massive algae blooms. WaPo: 'It is the summer of algae' https:…",True,False,"","","daniellef318","Eastern Time (US & Canada)",209,"United States",3338,521,"C0DEED","Fri Oct 03 17:42:41 +0000 2014",False
"ID_759814395790778368","Sun Jul 31 18:14:03 +0000 2016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","en","","","RT @DrJillStein: Yes, we must fight climate catastrophe. @BernieSanders will you support a Green New Deal? ☀️ 100% clean energy by 2030. #D…",True,False,"demsinphilly","","cfoxthomas","Pacific Time (US & Canada)",452,"Troy, NY",2560,1566,"000000","Wed May 06 19:46:15 +0000 2015",False
"ID_759821710686158848","Sun Jul 31 18:43:07 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","RT @NoRestFranklin: #WIRED: Make no mistake: in 2016, your vote will have a real impact on the Earth's climate. … https://t.co/AnDFT4WGCl",True,False,"wired","photo","doroninaevmini1","",5,"Indianapolis",7464,0,"F5F8FA","Thu Mar 10 18:30:52 +0000 2016",False
"ID_759824153415290880","Sun Jul 31 18:52:49 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","RT @elonmusk: Letter from basically every scientific org in the United States to Congress about climate change https://t.co/vo1I1HY5fx",True,False,"","","akruglov","Alaska",1149,"iPhone: 40.780640,-73.981461",707,1050,"EBEBEB","Sat Jan 24 16:53:15 +0000 2009",True
"ID_759887016104427521","Sun Jul 31 23:02:37 +0000 2016","<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","en","","","Hot off the press! Too Darn Hot Times is out! https://t.co/w50GHZBUkx  @JohnFBruno @HugePossum @edwiebe #climatechange #climate",False,False,"climate|climatechange","","takvera","Melbourne",2566,"Melbourne",45408,1129,"C6E2EE","Sun Apr 12 12:44:30 +0000 2009",False
"ID_759900052424790016","Sun Jul 31 23:54:25 +0000 2016","<a href=""http://mesonet.agron.iastate.edu/projects/iembot/"" rel=""nofollow"">iembot</a>","en","","","LEWISTON ID AIRPORT Jul 31 Climate: Hi: 87 Lo: 64 Precip: 0.0 Snow: 0.0 https://t.co/y7PCnH9sSc",False,False,"","","iembot_otx","Central Time (US & Canada)",12,"",51453,0,"C0DEED","Fri Apr 24 13:49:17 +0000 2009",False
"ID_759926148700573696","Mon Aug 01 01:38:07 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","RT @AluciaProd: It was a pleasure having @LeoDiCaprio onboard Alucia for his upcoming #ClimateChange documentary. https://t.co/VsGDu770ZF",True,False,"climatechange","photo","deborahskyrim","",666,"Antarctica",22596,1322,"000000","Sun Oct 12 22:11:47 +0000 2014",False
"ID_759957346453815296","Mon Aug 01 03:42:05 +0000 2016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","en","","","RT @SasjaBeslik: Ditch metal and plastic and turn to wood to save the planet, says @UN https://t.co/5cK8V3OfA5 #climate https://t.co/sF9F2u…",True,False,"climate","photo","SiriananMattha3","",116,"SanSai ChiangMai",4503,88,"F5F8FA","Mon Jul 25 03:41:35 +0000 2016",False
"ID_759973196879765504","Mon Aug 01 04:45:04 +0000 2016","<a href=""http://www.radian6.com"" rel=""nofollow"">Radian6 -Social Media Management</a>","en","","","Unseasonable rain in the #NT during July. #ClimateSummary now available online at: https://t.co/kAPN538gPQ https://t.co/NzN28j3g72",False,False,"climatesummary|nt","photo","BOM_NT","Darwin",9253,"Northern Territory, Australia",1712,2175,"C0DEED","Wed Oct 08 04:53:15 +0000 2014",True
"ID_760033104346030080","Mon Aug 01 08:43:07 +0000 2016","<a href=""http://dlvr.it"" rel=""nofollow"">dlvr.it</a>","en","","","L L #Buy #GT #CarDealers Ford: Mustang GT PREM 5.0 CLIMATE LEATHER NAV 2015 ford mustang gt prem… #FordGT #Ford… https://t.co/SMJpKzVIkv",False,False,"buy|cardealers|ford|fordgt|gt","","BuyFordGT","Urumqi",430,"",202249,56,"022330","Sat Apr 21 11:55:43 +0000 2012",False
"ID_760037710430105601","Mon Aug 01 09:01:25 +0000 2016","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","en","","","Climate change and renewable energy: Where does your favorite party stand? - Greenpeace Africa https://t.co/7YQXWitocl",False,False,"","","PVPanels","Pacific Time (US & Canada)",2660,"Global",5325,3044,"B2DFDA","Thu Dec 24 00:18:12 +0000 2009",False
"ID_760055863293964288","Mon Aug 01 10:13:33 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","RT @LangBanks: BOOM!... Scotland second only to Sweden in reducing #climate emissions in Western Europe https://t.co/zfRPSACVw4 https://t.c…",True,False,"climate","photo","DMurdooooch","Amsterdam",241,"",14160,222,"DBE9ED","Tue Jul 03 14:20:43 +0000 2012",False
"ID_760080475868332032","Mon Aug 01 11:51:21 +0000 2016","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","en","","","RT @ejn_greencareer: Want to increase your knowledge in #climatechange #adaptation?Course with @sustainably1 https://t.co/HjuVAY49Xp http…",True,False,"adaptation|climatechange","photo","PeoplesMarchRdg","",375,"Reading, England",2808,1021,"000000","Wed Sep 16 17:03:16 +0000 2015",False
"ID_760084444464111616","Mon Aug 01 12:07:07 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","How some prominent political entities disregard any existence of climate change baffles me. #QandA",False,False,"qanda","","Jorde_Heys","Melbourne",77,"Australia",223,235,"C0DEED","Mon Oct 10 08:20:22 +0000 2011",False
"ID_760085320067145728","Mon Aug 01 12:10:36 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","RT @Greenpeace: Girl power! A first all-women expedition heads to Antarctica to help tackle climate change https://t.co/qxezSdZVwL https://…",True,False,"","photo","nancyfordephoto","Central Time (US & Canada)",1383,"Loo de l'eau, Ontaryaryario",20561,3300,"607566","Sun Jan 01 12:47:58 +0000 2012",False
"ID_760123438144991233","Mon Aug 01 14:42:04 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","Pokemon taking on different forms/types based on the climate in which they are found is extremely good",False,False,"","","steeIbaIIrun","Central Time (US & Canada)",3741,"ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤ",112945,481,"C0DEED","Mon Dec 12 07:13:17 +0000 2011",False
"ID_760153496221945856","Mon Aug 01 16:41:31 +0000 2016","<a href=""http://www.climate-kic.org/journey2016/"" rel=""nofollow"">The Journey 2016</a>","en","","","RT @ClimateKIC: Catch up on what our summer school students have been up to on week 4 of #ClimateJourney16! https://t.co/SgJmXN8rHJ https:/…",True,False,"climatejourney16","photo|photo|photo","ckicnordic","Copenhagen",331,"Hovedstaden, Danmark",1266,452,"C0DEED","Fri Jul 10 12:58:18 +0000 2015",False
"ID_760166905906880512","Mon Aug 01 17:34:48 +0000 2016","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","en","","","RT @NYGovCuomo: This Clean Energy Standard shows you can generate the power necessary for supporting the modern economy while combating #cl…",True,False,"climatechange","","RaviManghani","Central Time (US & Canada)",994,"Boston, MA",2011,1099,"C0DEED","Thu Jan 28 05:18:01 +0000 2010",False
"ID_760211612372459524","Mon Aug 01 20:32:27 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","RT @GuardianAus: Anthrax outbreak triggered by climate change sickens dozens in Arctic Circle https://t.co/qBHufNd18i",True,False,"","","JulieWark","Greenland",607,"Barcelona",43160,140,"C0DEED","Tue Sep 27 21:59:08 +0000 2011",False
"ID_760232041870942208","Mon Aug 01 21:53:37 +0000 2016","<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","en","","","RT @COP21_News: #ActOnClimate: Low-carbon investing in vogue after Paris climate talks, Energy &amp; Commoditie… https://t.co/jVNDCuVpkB https:…",True,False,"actonclimate","photo","HoneymoonGondol","America/New_York",44648,"honeymoongondola@gmail.com",416510,6429,"022330","Sat Mar 01 23:47:58 +0000 2014",False
"ID_760281501216940032","Tue Aug 02 01:10:09 +0000 2016","<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","en","","","#Conservative https://t.co/ciOF6yeRQL Alex Epstein visits the People's Climate March in NYC to educate New Yorkers about why fossil fuel en…",False,False,"conservative","","Climate_Cop","Jakarta",890,"",130872,581,"C0DEED","Fri Apr 25 12:03:51 +0000 2014",False
"ID_760328801381330944","Tue Aug 02 04:18:07 +0000 2016","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","en","","","Could it be climate change? https://t.co/VW95dIalmp",False,False,"","","ZombrarianBilly","Pacific Time (US & Canada)",42,"Denver, CO",1855,81,"000000","Sat May 04 16:38:34 +0000 2013",False
"ID_760353495505448960","Tue Aug 02 05:56:14 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","CAN Submission: The Roadmap for Global Climate Action https://t.co/4ctOZAPtT6",False,False,"","","CANIntl","Pacific Time (US & Canada)",12306,"Global",6344,1038,"3399FF","Thu Sep 24 03:57:13 +0000 2009",False
"ID_760422428203970560","Tue Aug 02 10:30:09 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","Leonardo DiCaprio: 'Vote for Leaders Who Understand the Science and Urgency of Climate Change' @alternet https://t.co/RWnWIMjgNV",False,False,"","","bmangh","Eastern Time (US & Canada)",67779,"New Haven, CT",287220,3806,"C0DEED","Sun Apr 26 23:57:48 +0000 2009",False
"ID_760442723161608192","Tue Aug 02 11:50:48 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","RT @SethMacFarlane: Trump denies existence of climate change. Clinton acknowledges it as a major threat. Whoever u vote for, know THAT. htt…",True,False,"","photo","WillBenton1","",247,"",16653,308,"C0DEED","Sat Dec 01 15:34:46 +0000 2012",False
"ID_760459583995408384","Tue Aug 02 12:57:48 +0000 2016","<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","en","","","RT @greenpeaceru: Anthrax outbreak triggered by #climatechange sickens dozens in Arctic Circle #climatechange https://t.co/hcmltUmHzF https…",True,False,"climatechange|climatechange","photo","mgoconnor1","",2083,"Southend | уфа  Image: LiDAR",44837,1976,"C0DEED","Sun Sep 21 20:26:20 +0000 2014",False
"ID_760463835731857408","Tue Aug 02 13:14:41 +0000 2016","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","en","","","RT @SethMacFarlane: Trump denies existence of climate change. Clinton acknowledges it as a major threat. Whoever u vote for, know THAT. htt…",True,False,"","photo","1melee","",21,"",1392,180,"ACDED6","Tue Aug 23 11:45:36 +0000 2011",False
"ID_760492004094730242","Tue Aug 02 15:06:37 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","RT @MikeHudema: This year's #wildfires are bad. #Climatechange will make future ones worse https://t.co/lrt3F2zhZu #ActOnClimate https://t.…",True,False,"actonclimate|climatechange|wildfires","photo","GetchTchern","Paris",526,"",17268,672,"1A1B1F","Wed Dec 30 13:24:28 +0000 2009",False
"ID_760503355164594176","Tue Aug 02 15:51:43 +0000 2016","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","en","","","Whatever we do there will have to be a lot of #social and economic adaptation to climate change https://t.co/wqtoFhKtNO",False,False,"social","","PhuongHebel","Pacific Time (US & Canada)",1081,"New York, USA",31129,440,"0000FF","Thu Aug 13 02:32:14 +0000 2015",False
"ID_760515977092042752","Tue Aug 02 16:41:53 +0000 2016","<a href=""http://twitterfeed.com"" rel=""nofollow"">twitterfeed</a>","en","","","Breaking: Climate change turns birds into cannibals - Grist https://t.co/pScux3iqaD",False,False,"","","NewGreenStuff","Pacific Time (US & Canada)",3082,"",32359,90,"F0F5F5","Thu Jul 17 02:08:06 +0000 2008",False
"ID_760537121740292096","Tue Aug 02 18:05:54 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","RT @dmcrane: Building Dams in Patagonia Will Not Mitigate Climate Change via @EcoWatch https://t.co/QFlWOHYVtM",True,False,"","","janeface15","",2385,"",91576,2138,"C0DEED","Fri Jun 15 19:01:22 +0000 2012",False
"ID_760542851776118784","Tue Aug 02 18:28:40 +0000 2016","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","en","","","RT @DrJillStein: You cannot be serious about climate change &amp; support the continuation of fossil fuels. Fracking must be banned, not sold a…",True,False,"","","JoshHelaku","Quito",1213,"Mt. Silver",213244,938,"000000","Mon Jun 28 04:10:17 +0000 2010",False
"ID_760554532980002816","Tue Aug 02 19:15:05 +0000 2016","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","en","","","RT @EcoExpert1: RT @clumpydust: The NY Times Got It Wrong: Renewable #Energy Is Key to Fighting #Climate Change - EcoWatch https://t.co/qEW…",True,False,"climate|energy","","FritzGS","Mountain Time (US & Canada)",125,"Salt Lake Area",5004,133,"C0DEED","Sun Feb 09 11:39:09 +0000 2014",False
"ID_760586793800523776","Tue Aug 02 21:23:17 +0000 2016","<a href=""http://mesonet.agron.iastate.edu/projects/iembot/"" rel=""nofollow"">iembot</a>","en","","","DALLAS FORT WORTH Aug 2 Climate: Hi: 100 Lo: 77 Precip: 0.0 Snow: M https://t.co/21yRRzwtYg",False,False,"","","iembot_fwd","Central Time (US & Canada)",231,"Fort Worth, TX",80051,0,"C0DEED","Fri Apr 24 13:27:06 +0000 2009",False
